TF	Genotype	Tissue	direction	goid	goname	n	p-value	B73v4.gid	W22.gid
hsf6	hsf6-m2	embryo_imbibed	down	GO:0004309	exopolyphosphatase activity	1	0.037342825	Zm00001d043686	Zm00004b019189
hsf6	hsf6-m2	embryo_imbibed	down	GO:0004658	propionyl-CoA carboxylase activity	1	0.037342825	Zm00001d050336	Zm00004b021495
hsf6	hsf6-m2	embryo_imbibed	down	GO:0006550	isoleucine catabolic process	1	0.037342825	Zm00001d050336	Zm00004b021495
hsf6	hsf6-m2	embryo_imbibed	down	GO:0006812	cation transport	7	0.042392493	"Zm00001d014347,Zm00001d016755,Zm00001d036965,Zm00001d038576,Zm00001d040002,Zm00001d041748,Zm00001d052856"	"Zm00004b012156,Zm00004b014014,Zm00004b029649,Zm00004b030892,Zm00004b016251,Zm00004b017495,Zm00004b023530"
hsf6	hsf6-m2	embryo_imbibed	down	GO:0006853	carnitine shuttle	1	0.037342825	Zm00001d028733	Zm00004b001204
hsf6	hsf6-m2	embryo_imbibed	down	GO:0006868	glutamine transport	1	0.037342825	Zm00001d046927	Zm00004b033160
hsf6	hsf6-m2	embryo_imbibed	down	GO:0007043	cell-cell junction assembly	1	0.037342825	Zm00001d023936	Zm00004b038298
hsf6	hsf6-m2	embryo_imbibed	down	GO:0008254	3'-nucleotidase activity	1	0.037342825	Zm00001d043686	Zm00004b019189
hsf6	hsf6-m2	embryo_imbibed	down	GO:0009087	methionine catabolic process	1	0.037342825	Zm00001d050336	Zm00004b021495
hsf6	hsf6-m2	embryo_imbibed	down	GO:0010033	response to organic substance	11	0.00779656	"Zm00001d010048,Zm00001d011638,Zm00001d026404,Zm00001d031796,Zm00001d033048,Zm00001d036003,Zm00001d038843,Zm00001d043686,Zm00001d044734,Zm00001d044950,Zm00001d047860"	"Zm00004b026018,Zm00004b027312,Zm00004b040368,Zm00004b003366,Zm00004b004370,Zm00004b028978,Zm00004b031112,Zm00004b019189,Zm00004b031465,Zm00004b031624,Zm00004b033989"
hsf6	hsf6-m2	embryo_imbibed	down	GO:0010115	regulation of abscisic acid biosynthetic process	2	0.044420779	"Zm00001d042116,Zm00001d045468"	"Zm00004b017794,Zm00004b032053"
hsf6	hsf6-m2	embryo_imbibed	down	GO:0010184	cytokinin transport	1	0.037342825	Zm00001d005933	Zm00004b009162
hsf6	hsf6-m2	embryo_imbibed	down	GO:0014823	response to activity	1	0.037342825	Zm00001d028733	Zm00004b001204
hsf6	hsf6-m2	embryo_imbibed	down	GO:0015293	symporter activity	3	0.007831323	"Zm00001d038275,Zm00001d046235,Zm00001d048311"	"Zm00004b030641,Zm00004b032636,Zm00004b034384"
hsf6	hsf6-m2	embryo_imbibed	down	GO:0015294	solute:cation symporter activity	2	0.005052367	"Zm00001d022037,Zm00001d041748"	"Zm00004b037220,Zm00004b017495"
hsf6	hsf6-m2	embryo_imbibed	down	GO:0015932	nucleobase-containing compound transmembrane transporter activity	3	0.01533395	"Zm00001d005933,Zm00001d022037,Zm00001d041748"	"Zm00004b009162,Zm00004b037220,Zm00004b017495"
hsf6	hsf6-m2	embryo_imbibed	down	GO:0016645	oxidoreductase activity/ acting on the CH-NH group of donors	3	0.010011513	"Zm00001d003504,Zm00001d020984,Zm00001d039520"	"Zm00004b007329,Zm00004b036400,Zm00004b015831"
hsf6	hsf6-m2	embryo_imbibed	down	GO:0017086	3-methyl-2-oxobutanoate dehydrogenase (lipoamide) complex	1	0.037342825	Zm00001d007892	Zm00004b010726
hsf6	hsf6-m2	embryo_imbibed	down	GO:0017095	heparan sulfate 6-O-sulfotransferase activity	1	0.037342825	Zm00001d036245	Zm00004b029132
hsf6	hsf6-m2	embryo_imbibed	down	GO:0018674	(S)-limonene 3-monooxygenase activity	1	0.037342825	Zm00001d041741	Zm00004b017491
hsf6	hsf6-m2	embryo_imbibed	down	GO:0018675	(S)-limonene 6-monooxygenase activity	1	0.037342825	Zm00001d041741	Zm00004b017491
hsf6	hsf6-m2	embryo_imbibed	down	GO:0019829	cation-transporting ATPase activity	3	0.018487691	"Zm00001d016755,Zm00001d038576,Zm00001d052856"	"Zm00004b014014,Zm00004b030892,Zm00004b023530"
hsf6	hsf6-m2	embryo_imbibed	down	GO:0031588	nucleotide-activated protein kinase complex	1	0.037342825	Zm00001d028733	Zm00004b001204
hsf6	hsf6-m2	embryo_imbibed	down	GO:0031640	killing of cells of other organism	2	0.035705967	"Zm00001d021843,Zm00001d024303"	"Zm00004b037086,Zm00004b038610"
hsf6	hsf6-m2	embryo_imbibed	down	GO:0033699	DNA 5'-adenosine monophosphate hydrolase activity	1	0.037342825	Zm00001d028756	Zm00004b001227
hsf6	hsf6-m2	embryo_imbibed	down	GO:0034637	cellular carbohydrate biosynthetic process	1	0.037342825	Zm00001d029360	Zm00004b001686
hsf6	hsf6-m2	embryo_imbibed	down	GO:0035059	RCAF complex	1	0.037342825	Zm00001d009493	Zm00004b025579
hsf6	hsf6-m2	embryo_imbibed	down	GO:0042304	regulation of fatty acid biosynthetic process	1	0.037342825	Zm00001d028733	Zm00004b001204
hsf6	hsf6-m2	embryo_imbibed	down	GO:0046208	spermine catabolic process	2	0.014420331	"Zm00001d002266,Zm00001d024281"	"Zm00004b006275,Zm00004b038595"
hsf6	hsf6-m2	embryo_imbibed	down	GO:0046320	regulation of fatty acid oxidation	1	0.037342825	Zm00001d028733	Zm00004b001204
hsf6	hsf6-m2	embryo_imbibed	down	GO:0046496	nicotinamide nucleotide metabolic process	2	0.014420331	"Zm00001d015482,Zm00001d045009"	"Zm00004b013046,Zm00004b031672"
hsf6	hsf6-m2	embryo_imbibed	down	GO:0046592	polyamine oxidase activity	2	0.027752407	"Zm00001d002266,Zm00001d024281"	"Zm00004b006275,Zm00004b038595"
hsf6	hsf6-m2	embryo_imbibed	down	GO:0047386	fructose-2/6-bisphosphate 6-phosphatase activity	1	0.037342825	Zm00001d015482	Zm00004b013046
hsf6	hsf6-m2	embryo_imbibed	down	GO:0050121	N-acylglucosamine 2-epimerase activity	2	0.00919865	"Zm00001d009123,Zm00001d040606"	"Zm00004b025305,Zm00004b016705"
hsf6	hsf6-m2	embryo_imbibed	down	GO:0050878	regulation of body fluid levels	1	0.037342825	Zm00001d033019	Zm00004b004344
hsf6	hsf6-m2	embryo_imbibed	down	GO:0051123	RNA polymerase II transcriptional preinitiation complex assembly	2	0.035705967	"Zm00001d011605,Zm00001d044902"	"Zm00004b027278,Zm00004b031582"
hsf6	hsf6-m2	embryo_imbibed	down	GO:0052893	N1-acetylspermine:oxygen oxidoreductase (propane-1/3-diamine-forming) activity	1	0.037342825	Zm00001d024281	Zm00004b038595
hsf6	hsf6-m2	embryo_imbibed	down	GO:0052894	norspermine:oxygen oxidoreductase activity	2	0.014420331	"Zm00001d002266,Zm00001d024281"	"Zm00004b006275,Zm00004b038595"
hsf6	hsf6-m2	embryo_imbibed	down	GO:0052895	N1-acetylspermine:oxygen oxidoreductase (N1-acetylspermidine-forming) activity	2	0.014420331	"Zm00001d002266,Zm00001d024281"	"Zm00004b006275,Zm00004b038595"
hsf6	hsf6-m2	embryo_imbibed	down	GO:0052896	spermidine oxidase (propane-1/3-diamine-forming) activity	1	0.037342825	Zm00001d024281	Zm00004b038595
hsf6	hsf6-m2	embryo_imbibed	down	GO:0052897	N8-acetylspermidine:oxygen oxidoreductase (propane-1/3-diamine-forming) activity	1	0.037342825	Zm00001d024281	Zm00004b038595
hsf6	hsf6-m2	embryo_imbibed	down	GO:0052898	N1-acetylspermidine:oxygen oxidoreductase (propane-1/3-diamine-forming) activity	1	0.037342825	Zm00001d024281	Zm00004b038595
hsf6	hsf6-m2	embryo_imbibed	down	GO:0052900	spermine oxidase (propane-1/3-diamine-forming) activity	1	0.037342825	Zm00001d024281	Zm00004b038595
hsf6	hsf6-m2	embryo_imbibed	down	GO:0052901	spermine:oxygen oxidoreductase (spermidine-forming) activity	2	0.014420331	"Zm00001d002266,Zm00001d024281"	"Zm00004b006275,Zm00004b038595"
hsf6	hsf6-m2	embryo_imbibed	down	GO:0055081	anion homeostasis	2	0.024083343	"Zm00001d038576,Zm00001d052856"	"Zm00004b030892,Zm00004b023530"
hsf6	hsf6-m2	embryo_imbibed	down	GO:0080040	positive regulation of cellular response to phosphate starvation	2	0.039972534	"Zm00001d044541,Zm00001d053626"	"Zm00004b019916,Zm00004b024151"
hsf6	hsf6-m2	embryo_imbibed	down	GO:0080143	regulation of amino acid export	1	0.037342825	Zm00001d046927	Zm00004b033160
hsf6	hsf6-m2	embryo_imbibed	down	GO:1905202	methylcrotonoyl-CoA carboxylase complex	1	0.037342825	Zm00001d050336	Zm00004b021495
hsf6	hsf6-m2	embryo_imbibed	up	GO:0003838	sterol 24-C-methyltransferase activity	2	0.01039162	"Zm00001d013037,Zm00001d027548"	"Zm00004b011033,Zm00004b000275"
hsf6	hsf6-m2	embryo_imbibed	up	GO:0004832	valine-tRNA ligase activity	2	0.03596095	"Zm00001d008497,Zm00001d018024"	"Zm00004b024818,Zm00004b015082"
hsf6	hsf6-m2	embryo_imbibed	up	GO:0005881	cytoplasmic microtubule	2	0.023015686	"Zm00001d023841,Zm00001d033905"	"Zm00004b038230,Zm00004b005037"
hsf6	hsf6-m2	embryo_imbibed	up	GO:0006438	valyl-tRNA aminoacylation	2	0.03596095	"Zm00001d008497,Zm00001d018024"	"Zm00004b024818,Zm00004b015082"
hsf6	hsf6-m2	embryo_imbibed	up	GO:0006732	coenzyme metabolic process	2	0.047098998	"Zm00001d006678,Zm00001d039264"	"Zm00004b009768,Zm00004b015592"
hsf6	hsf6-m2	embryo_imbibed	up	GO:0006826	iron ion transport	6	0.048211193	"Zm00001d009248,Zm00001d020395,Zm00001d028360,Zm00001d033583,Zm00001d040805,Zm00001d049692"	"Zm00004b025401,Zm00004b035906,Zm00004b000902,Zm00004b004804,Zm00004b016868,Zm00004b020981"
hsf6	hsf6-m2	embryo_imbibed	up	GO:0007059	chromosome segregation	4	0.028810918	"Zm00001d013006,Zm00001d021588,Zm00001d041268,Zm00001d044079"	"Zm00004b010993,Zm00004b036863,Zm00004b017156,Zm00004b019517"
hsf6	hsf6-m2	embryo_imbibed	up	GO:0008696	4-amino-4-deoxychorismate lyase activity	1	0.046886756	Zm00001d039264	Zm00004b015592
hsf6	hsf6-m2	embryo_imbibed	up	GO:0009081	branched-chain amino acid metabolic process	2	0.039546135	"Zm00001d039264,Zm00001d051043"	"Zm00004b015592,Zm00004b022007"
hsf6	hsf6-m2	embryo_imbibed	up	GO:0009741	response to brassinosteroid	8	0.043969851	"Zm00001d008255,Zm00001d010465,Zm00001d024537,Zm00001d028160,Zm00001d030993,Zm00001d033976,Zm00001d041418,Zm00001d043324"	"Zm00004b024617,Zm00004b026350,Zm00004b038794,Zm00004b000739,Zm00004b002810,Zm00004b005085,Zm00004b017259,Zm00004b018855"
hsf6	hsf6-m2	embryo_imbibed	up	GO:0009914	hormone transport	2	0.03596095	"Zm00001d039481,Zm00001d043324"	"Zm00004b015799,Zm00004b018855"
hsf6	hsf6-m2	embryo_imbibed	up	GO:0009958	positive gravitropism	5	0.041280607	"Zm00001d002115,Zm00001d018024,Zm00001d020512,Zm00001d022391,Zm00001d030310"	"Zm00004b006152,Zm00004b015082,Zm00004b036000,Zm00004b037517,Zm00004b002401"
hsf6	hsf6-m2	embryo_imbibed	up	GO:0010102	lateral root morphogenesis	3	0.047181184	"Zm00001d008749,Zm00001d033976,Zm00001d041418"	"Zm00004b025009,Zm00004b005085,Zm00004b017259"
hsf6	hsf6-m2	embryo_imbibed	up	GO:0010360	negative regulation of anion channel activity	2	0.006602758	"Zm00001d020100,Zm00001d028574"	"Zm00004b035700,Zm00004b001087"
hsf6	hsf6-m2	embryo_imbibed	up	GO:0010583	response to cyclopentenone	8	0.028850794	"Zm00001d018024,Zm00001d020704,Zm00001d024537,Zm00001d030993,Zm00001d033976,Zm00001d041418,Zm00001d044954,Zm00001d051911"	"Zm00004b015082,Zm00004b036172,Zm00004b038794,Zm00004b002810,Zm00004b005085,Zm00004b017259,Zm00004b031627,Zm00004b022740"
hsf6	hsf6-m2	embryo_imbibed	up	GO:0016174	NAD(P)H oxidase activity	2	0.032510018	"Zm00001d009248,Zm00001d040805"	"Zm00004b025401,Zm00004b016868"
hsf6	hsf6-m2	embryo_imbibed	up	GO:0016709	oxidoreductase activity/ acting on paired donors/ with incorporation or reduction of molecular oxygen/ NAD(P)H as one donor/ and incorporation of one atom of oxygen	5	0.014303589	"Zm00001d008230,Zm00001d008255,Zm00001d021613,Zm00001d030851,Zm00001d034848"	"Zm00004b024596,Zm00004b024617,Zm00004b036884,Zm00004b002716,Zm00004b005766"
hsf6	hsf6-m2	embryo_imbibed	up	GO:0016895	exodeoxyribonuclease activity/ producing 5'-phosphomonoesters	1	0.046886756	Zm00001d029123	Zm00004b001508
hsf6	hsf6-m2	embryo_imbibed	up	GO:0018025	calmodulin-lysine N-methyltransferase activity	1	0.046886756	Zm00001d047940	Zm00004b034055
hsf6	hsf6-m2	embryo_imbibed	up	GO:0019034	viral replication complex	1	0.031506387	Zm00001d030797	Zm00004b002682
hsf6	hsf6-m2	embryo_imbibed	up	GO:0019210	kinase inhibitor activity	1	0.046886756	Zm00001d010465	Zm00004b026350
hsf6	hsf6-m2	embryo_imbibed	up	GO:0030200	heparan sulfate proteoglycan catabolic process	1	0.031506387	Zm00001d028187	Zm00004b000763
hsf6	hsf6-m2	embryo_imbibed	up	GO:0033106	cis-Golgi network membrane	1	0.031506387	Zm00001d028574	Zm00004b001087
hsf6	hsf6-m2	embryo_imbibed	up	GO:0033198	response to ATP	2	0.006602758	"Zm00001d009248,Zm00001d040805"	"Zm00004b025401,Zm00004b016868"
hsf6	hsf6-m2	embryo_imbibed	up	GO:0033840	NDP-glucose-starch glucosyltransferase activity	2	0.006602758	"Zm00001d037234,Zm00001d045261"	"Zm00004b029861,Zm00004b031873"
hsf6	hsf6-m2	embryo_imbibed	up	GO:0034622	cellular protein-containing complex assembly	1	0.015878788	Zm00001d019349	Zm00004b035232
hsf6	hsf6-m2	embryo_imbibed	up	GO:0042326	negative regulation of phosphorylation	1	0.046886756	Zm00001d010465	Zm00004b026350
hsf6	hsf6-m2	embryo_imbibed	up	GO:0043169	cation binding	5	0.010841214	"Zm00001d011364,Zm00001d014844,Zm00001d020100,Zm00001d028574,Zm00001d032164"	"Zm00004b027103,Zm00004b012551,Zm00004b035700,Zm00004b001087,Zm00004b003640"
hsf6	hsf6-m2	embryo_imbibed	up	GO:0045471	response to ethanol	2	0.014925954	"Zm00001d028557,Zm00001d039933"	"Zm00004b001072,Zm00004b016195"
hsf6	hsf6-m2	embryo_imbibed	up	GO:0048663	neuron fate commitment	1	0.031506387	Zm00001d008386	Zm00004b024729
hsf6	hsf6-m2	embryo_imbibed	up	GO:0050664	oxidoreductase activity/ acting on NAD(P)H/ oxygen as acceptor	2	0.026031958	"Zm00001d009248,Zm00001d040805"	"Zm00004b025401,Zm00004b016868"
hsf6	hsf6-m2	embryo_imbibed	up	GO:0051146	striated muscle cell differentiation	2	0.006602758	"Zm00001d008386,Zm00001d014524"	"Zm00004b024729,Zm00004b012288"
hsf6	hsf6-m2	embryo_imbibed	up	GO:0070201	regulation of establishment of protein localization	1	0.031506387	Zm00001d038526	Zm00004b030854
hsf6	hsf6-m2	embryo_imbibed	up	GO:0071495	cellular response to endogenous stimulus	7	0.003049193	"Zm00001d008230,Zm00001d018191,Zm00001d028974,Zm00001d032572,Zm00001d037941,Zm00001d044940,Zm00001d053195"	"Zm00004b024596,Zm00004b015222,Zm00004b001393,Zm00004b003976,Zm00004b030395,Zm00004b031617,Zm00004b023834"
hsf6	hsf6-m2	embryo_imbibed	up	GO:0097305	response to alcohol	6	0.029157848	"Zm00001d008255,Zm00001d024537,Zm00001d028160,Zm00001d030993,Zm00001d041418,Zm00001d043324"	"Zm00004b024617,Zm00004b038794,Zm00004b000739,Zm00004b002810,Zm00004b017259,Zm00004b018855"
hsf6	hsf6-m2	embryo_imbibed	up	GO:1901031	regulation of response to reactive oxygen species	1	0.031506387	Zm00001d016926	Zm00004b014156
hsf6	hsf6-m2	embryo_imbibed	up	GO:1901401	regulation of tetrapyrrole metabolic process	1	0.046886756	Zm00001d008230	Zm00004b024596
hsf6	hsf6-m2	embryo_imbibed	up	GO:1902039	negative regulation of seed dormancy process	1	0.046886756	Zm00001d028574	Zm00004b001087
hsf6	hsf6-m2	embryo_imbibed	up	GO:1990641	response to iron ion starvation	1	0.031506387	Zm00001d016926	Zm00004b014156
jmj13	jmj13-m4	tassel_stem	down	GO:0000331	contractile vacuole	1	0.023743338	Zm00001d018408	Zm00004b015405
jmj13	jmj13-m4	tassel_stem	down	GO:0000972	transcription-dependent tethering of RNA polymerase II gene DNA at nuclear periphery	1	0.046930172	Zm00001d044116	Zm00004b019548
jmj13	jmj13-m4	tassel_stem	down	GO:0001102	RNA polymerase II activating transcription factor binding	1	0.046930172	Zm00001d031678	Zm00004b003287
jmj13	jmj13-m4	tassel_stem	down	GO:0002238	response to molecule of fungal origin	3	0.003369302	"Zm00001d009118,Zm00001d014089,Zm00001d045056"	"Zm00004b025302,Zm00004b011944,Zm00004b031705"
jmj13	jmj13-m4	tassel_stem	down	GO:0003678	DNA helicase activity	2	0.04643873	"Zm00001d038467,Zm00001d041606"	"Zm00004b030808,Zm00004b017392"
jmj13	jmj13-m4	tassel_stem	down	GO:0004528	phosphodiesterase I activity	1	0.023743338	Zm00001d044311	Zm00004b019716
jmj13	jmj13-m4	tassel_stem	down	GO:0004566	beta-glucuronidase activity	1	0.046930172	Zm00001d045138	Zm00004b031774
jmj13	jmj13-m4	tassel_stem	down	GO:0004633	phosphopantothenoylcysteine decarboxylase activity	1	0.031533474	Zm00001d045021	Zm00004b031678
jmj13	jmj13-m4	tassel_stem	down	GO:0004703	G-protein coupled receptor kinase activity	1	0.031533474	Zm00001d028337	Zm00004b000883
jmj13	jmj13-m4	tassel_stem	down	GO:0005388	calcium-transporting ATPase activity	2	0.040765105	"Zm00001d014166,Zm00001d026253"	"Zm00004b012018,Zm00004b040239"
jmj13	jmj13-m4	tassel_stem	down	GO:0005504	fatty acid binding	2	0.006799553	"Zm00001d045008,Zm00001d045009"	"Zm00004b031671,Zm00004b031672"
jmj13	jmj13-m4	tassel_stem	down	GO:0006476	protein deacetylation	1	0.046930172	Zm00001d045008	Zm00004b031671
jmj13	jmj13-m4	tassel_stem	down	GO:0008559	xenobiotic transmembrane transporting ATPase activity	2	0.017059406	"Zm00001d009447,Zm00001d045097"	"Zm00004b025541,Zm00004b031731"
jmj13	jmj13-m4	tassel_stem	down	GO:0009827	plant-type cell wall modification	5	0.00663503	"Zm00001d000216,Zm00001d014089,Zm00001d014166,Zm00001d028337,Zm00001d045056"	"Zm00004b031970,Zm00004b011944,Zm00004b012018,Zm00004b000883,Zm00004b031705"
jmj13	jmj13-m4	tassel_stem	down	GO:0010338	leaf formation	2	0.004814037	"Zm00001d022075,Zm00001d047279"	"Zm00004b037254,Zm00004b033479"
jmj13	jmj13-m4	tassel_stem	down	GO:0010383	cell wall polysaccharide metabolic process	2	0.024777677	"Zm00001d000216,Zm00001d020586"	"Zm00004b031970,Zm00004b036067"
jmj13	jmj13-m4	tassel_stem	down	GO:0010827	regulation of glucose transmembrane transport	1	0.03926226	Zm00001d044116	Zm00004b019548
jmj13	jmj13-m4	tassel_stem	down	GO:0015662	ATPase activity/ coupled to transmembrane movement of ions/ phosphorylative mechanism	3	0.001244702	"Zm00001d014166,Zm00001d014347,Zm00001d026253"	"Zm00004b012018,Zm00004b012156,Zm00004b040239"
jmj13	jmj13-m4	tassel_stem	down	GO:0019900	kinase binding	2	0.016419046	"Zm00001d014207,Zm00001d031678"	"Zm00004b012058,Zm00004b003287"
jmj13	jmj13-m4	tassel_stem	down	GO:0022884	macromolecule transmembrane transporter activity	1	0.046930172	Zm00001d045016	Zm00004b031676
jmj13	jmj13-m4	tassel_stem	down	GO:0022890	inorganic cation transmembrane transporter activity	2	0.035379111	"Zm00001d014166,Zm00001d026253"	"Zm00004b012018,Zm00004b040239"
jmj13	jmj13-m4	tassel_stem	down	GO:0030324	lung development	1	0.01589137	Zm00001d039062	Zm00004b031309
jmj13	jmj13-m4	tassel_stem	down	GO:0030570	pectate lyase activity	2	0.004814037	"Zm00001d000216,Zm00001d036158"	"Zm00004b031970,Zm00004b029077"
jmj13	jmj13-m4	tassel_stem	down	GO:0030670	phagocytic vesicle membrane	1	0.03926226	Zm00001d018408	Zm00004b015405
jmj13	jmj13-m4	tassel_stem	down	GO:0033037	polysaccharide localization	1	0.027646105	Zm00001d045016	Zm00004b031676
jmj13	jmj13-m4	tassel_stem	down	GO:0034213	quinolinate catabolic process	1	0.007977086	Zm00001d021419	Zm00004b036708
jmj13	jmj13-m4	tassel_stem	down	GO:0035019	somatic stem cell population maintenance	1	0.01589137	Zm00001d046438	Zm00004b032771
jmj13	jmj13-m4	tassel_stem	down	GO:0035189	Rb-E2F complex	1	0.007977086	Zm00001d031678	Zm00004b003287
jmj13	jmj13-m4	tassel_stem	down	GO:0035265	organ growth	2	0.008611352	"Zm00001d022075,Zm00001d047279"	"Zm00004b037254,Zm00004b033479"
jmj13	jmj13-m4	tassel_stem	down	GO:0035529	NADH pyrophosphatase activity	1	0.031533474	Zm00001d044311	Zm00004b019716
jmj13	jmj13-m4	tassel_stem	down	GO:0036396	RNA N6-methyladenosine methyltransferase complex	1	0.019825113	Zm00001d035988	Zm00004b028968
jmj13	jmj13-m4	tassel_stem	down	GO:0040009	regulation of growth rate	2	6.95E-04	"Zm00001d022075,Zm00001d047279"	"Zm00004b037254,Zm00004b033479"
jmj13	jmj13-m4	tassel_stem	down	GO:0042551	neuron maturation	1	0.007977086	Zm00001d031678	Zm00004b003287
jmj13	jmj13-m4	tassel_stem	down	GO:0042555	MCM complex	2	0.009589458	"Zm00001d038467,Zm00001d041606"	"Zm00004b030808,Zm00004b017392"
jmj13	jmj13-m4	tassel_stem	down	GO:0042625	ATPase coupled ion transmembrane transporter activity	1	0.027646105	Zm00001d014347	Zm00004b012156
jmj13	jmj13-m4	tassel_stem	down	GO:0042908	xenobiotic transport	2	0.018371593	"Zm00001d009447,Zm00001d045097"	"Zm00004b025541,Zm00004b031731"
jmj13	jmj13-m4	tassel_stem	down	GO:0043353	enucleate erythrocyte differentiation	1	0.007977086	Zm00001d031678	Zm00004b003287
jmj13	jmj13-m4	tassel_stem	down	GO:0043550	regulation of lipid kinase activity	1	0.03926226	Zm00001d031678	Zm00004b003287
jmj13	jmj13-m4	tassel_stem	down	GO:0043601	nuclear replisome	1	0.027646105	Zm00001d025234	Zm00004b039385
jmj13	jmj13-m4	tassel_stem	down	GO:0044550	secondary metabolite biosynthetic process	2	0.031122687	"Zm00001d022075,Zm00001d039310"	"Zm00004b037254,Zm00004b015639"
jmj13	jmj13-m4	tassel_stem	down	GO:0044767	developmental process	3	0.03254482	"Zm00001d014141,Zm00001d014207,Zm00001d039062"	"Zm00004b012000,Zm00004b012058,Zm00004b031309"
jmj13	jmj13-m4	tassel_stem	down	GO:0045095	keratin filament	1	0.007977086	Zm00001d031678	Zm00004b003287
jmj13	jmj13-m4	tassel_stem	down	GO:0045445	myoblast differentiation	1	0.007977086	Zm00001d031678	Zm00004b003287
jmj13	jmj13-m4	tassel_stem	down	GO:0045490	pectin catabolic process	3	0.002445509	"Zm00001d000216,Zm00001d020586,Zm00001d036158"	"Zm00004b031970,Zm00004b036067,Zm00004b029077"
jmj13	jmj13-m4	tassel_stem	down	GO:0045651	positive regulation of macrophage differentiation	1	0.007977086	Zm00001d031678	Zm00004b003287
jmj13	jmj13-m4	tassel_stem	down	GO:0045879	negative regulation of smoothened signaling pathway	1	0.007977086	Zm00001d031678	Zm00004b003287
jmj13	jmj13-m4	tassel_stem	down	GO:0046467	membrane lipid biosynthetic process	1	0.027646105	Zm00001d004008	Zm00004b007725
jmj13	jmj13-m4	tassel_stem	down	GO:0046496	nicotinamide nucleotide metabolic process	1	0.031533474	Zm00001d045009	Zm00004b031672
jmj13	jmj13-m4	tassel_stem	down	GO:0046622	positive regulation of organ growth	2	2.34E-04	"Zm00001d022075,Zm00001d047279"	"Zm00004b037254,Zm00004b033479"
jmj13	jmj13-m4	tassel_stem	down	GO:0048437	floral organ development	2	0.003151028	"Zm00001d022075,Zm00001d047279"	"Zm00004b037254,Zm00004b033479"
jmj13	jmj13-m4	tassel_stem	down	GO:0048565	digestive tract development	1	0.023743338	Zm00001d031678	Zm00004b003287
jmj13	jmj13-m4	tassel_stem	down	GO:0048667	cell morphogenesis involved in neuron differentiation	1	0.023743338	Zm00001d031678	Zm00004b003287
jmj13	jmj13-m4	tassel_stem	down	GO:0048754	branching morphogenesis of an epithelial tube	1	0.007977086	Zm00001d039062	Zm00004b031309
jmj13	jmj13-m4	tassel_stem	down	GO:0050680	negative regulation of epithelial cell proliferation	1	0.01589137	Zm00001d031678	Zm00004b003287
jmj13	jmj13-m4	tassel_stem	down	GO:0051146	striated muscle cell differentiation	1	0.046930172	Zm00001d031678	Zm00004b003287
jmj13	jmj13-m4	tassel_stem	down	GO:0051402	neuron apoptotic process	1	0.023743338	Zm00001d031678	Zm00004b003287
jmj13	jmj13-m4	tassel_stem	down	GO:0051781	positive regulation of cell division	2	0.008140199	"Zm00001d022075,Zm00001d047279"	"Zm00004b037254,Zm00004b033479"
jmj13	jmj13-m4	tassel_stem	down	GO:0055029	nuclear DNA-directed RNA polymerase complex	1	0.019825113	Zm00001d025234	Zm00004b039385
jmj13	jmj13-m4	tassel_stem	down	GO:0071407	cellular response to organic cyclic compound	1	0.01589137	Zm00001d044116	Zm00004b019548
jmj13	jmj13-m4	tassel_stem	down	GO:0071930	negative regulation of transcription involved in G1/S transition of mitotic cell cycle	1	0.007977086	Zm00001d031678	Zm00004b003287
jmj13	jmj13-m4	tassel_stem	down	GO:0090002	protein localization to plasma membrane	2	0.002858308	"Zm00001d027590,Zm00001d032737"	"Zm00004b000305,Zm00004b004133"
jmj13	jmj13-m4	tassel_stem	down	GO:0098876	vesicle-mediated transport to the plasma membrane	2	0.001824019	"Zm00001d027590,Zm00001d032737"	"Zm00004b000305,Zm00004b004133"
jmj13	jmj13-m4	tassel_stem	up	GO:0001053	sigma factor activity	1	0.025775508	Zm00001d028585	Zm00004b001099
jmj13	jmj13-m4	tassel_stem	up	GO:0001778	plasma membrane repair	1	0.009742225	Zm00001d014499	Zm00004b012267
jmj13	jmj13-m4	tassel_stem	up	GO:0003989	acetyl-CoA carboxylase activity	1	0.024183554	Zm00001d014294	Zm00004b012112
jmj13	jmj13-m4	tassel_stem	up	GO:0004075	biotin carboxylase activity	1	0.027364948	Zm00001d014294	Zm00004b012112
jmj13	jmj13-m4	tassel_stem	up	GO:0004844	uracil DNA N-glycosylase activity	1	0.027364948	Zm00001d038862	Zm00004b031130
jmj13	jmj13-m4	tassel_stem	up	GO:0005828	kinetochore microtubule	1	0.039990446	Zm00001d003249	Zm00004b007115
jmj13	jmj13-m4	tassel_stem	up	GO:0006107	oxaloacetate metabolic process	1	0.035274583	Zm00001d014030	Zm00004b011895
jmj13	jmj13-m4	tassel_stem	up	GO:0006734	NADH metabolic process	1	0.02099209	Zm00001d014030	Zm00004b011895
jmj13	jmj13-m4	tassel_stem	up	GO:0007091	metaphase/anaphase transition of mitotic cell cycle	1	0.009742225	Zm00001d003249	Zm00004b007115
jmj13	jmj13-m4	tassel_stem	up	GO:0008127	quercetin 2/3-dioxygenase activity	1	0.012969175	Zm00001d032363	Zm00004b003809
jmj13	jmj13-m4	tassel_stem	up	GO:0008381	mechanosensitive ion channel activity	1	0.038420976	Zm00001d044976	Zm00004b031655
